,tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,favorites,retweets,user_followers,jpg_url,dog_stage,prediction_algorithm,confidence_level,dog_gender
1462,679877062409191424,2015-12-24 04:11:37,Twitter for iPhone,Meet Penelope. She's a bacon frise. Total babe (lol get it like the movie). Doesn't bark tho. 5/10 very average dog https://t.co/SDcQYg0HSZ,https://twitter.com/dog_rates/status/679877062409191424/photo/1,5.0,10.0,Penelope,2108,707,6556453,https://pbs.twimg.com/media/CW9olDsUsAA0XSf.jpg,None,,0.0,
1446,680497766108381184,2015-12-25 21:18:05,Twitter for iPhone,Meet Percy. He's a Latvian Yuletide Heineken. Refuses to take off sweater. Kinda feisty. 12/10 would keep in pocket https://t.co/QGM5Fcuv7s,https://twitter.com/dog_rates/status/680497766108381184/photo/1,12.0,10.0,Percy,4550,2119,6556452,https://pbs.twimg.com/media/CXGdG0aWcAEbOO1.jpg,None,Chihuahua,0.538354,
1445,680583894916304897,2015-12-26 03:00:19,Twitter for iPhone,This is Penny. Her tennis ball slowly rolled down her cone and into the pool. 8/10 bad things happen to good puppers https://t.co/YNWU7LeFgg,"https://twitter.com/dog_rates/status/680583894916304897/photo/1,https://twitter.com/dog_rates/status/680583894916304897/photo/1,https://twitter.com/dog_rates/status/680583894916304897/photo/1,https://twitter.com/dog_rates/status/680583894916304897/photo/1",8.0,10.0,Penny,3870,1478,6556452,https://pbs.twimg.com/media/CXHrcFYWcAEE5_L.jpg,None,,0.0,female
1444,680609293079592961,2015-12-26 04:41:15,Twitter for iPhone,This is Brody. That is his chair. He loves his chair. Never leaves it. 9/10 might be stuck actually https://t.co/WvJRg0XJit,https://twitter.com/dog_rates/status/680609293079592961/photo/1,9.0,10.0,Brody,2827,792,6556452,https://pbs.twimg.com/media/CXICiB9UwAE1sKY.jpg,None,French_bulldog,0.700764,male
1443,680798457301471234,2015-12-26 17:12:55,Twitter for iPhone,Say hello to Moofasa. He must be a powerful dog. Fenced in for your protection. Just got his ear pierced. 6/10 https://t.co/w6fRfQ3RXD,https://twitter.com/dog_rates/status/680798457301471234/photo/1,6.0,10.0,Moofasa,3071,1153,6556452,https://pbs.twimg.com/media/CXKuiyHUEAAMAGa.jpg,None,,0.0,male
1442,680801747103793152,2015-12-26 17:25:59,Twitter for iPhone,Great picture here. Dog on the right panicked &amp; forgot about his tongue. Middle green dog must've fainted. All 10/10 https://t.co/31npKUAox0,https://twitter.com/dog_rates/status/680801747103793152/photo/1,10.0,10.0,None,2546,910,6556451,https://pbs.twimg.com/media/CXKxkseW8AAjAMY.jpg,None,pug,0.99672,male
1440,680889648562991104,2015-12-26 23:15:17,Twitter for iPhone,This is Cheesy. It's her birthday. She's patiently waiting to eat her party muffin. 9/10 happy birthday pup https://t.co/cH2H7mch2H,https://twitter.com/dog_rates/status/680889648562991104/photo/1,9.0,10.0,Cheesy,1897,406,6556450,https://pbs.twimg.com/media/CXMBhXfWEAA4mMI.jpg,None,Shetland_sheepdog,0.876337,female
1439,680913438424612864,2015-12-27 00:49:49,Twitter for iPhone,Meet Griswold. He's dapper as hell. Already pumped for next Christmas. 11/10 https://t.co/5NrpNDyFzN,https://twitter.com/dog_rates/status/680913438424612864/photo/1,11.0,10.0,Griswold,2560,684,6556450,https://pbs.twimg.com/media/CXMXKKHUMAA1QN3.jpg,None,Pomeranian,0.615678,
1438,680934982542561280,2015-12-27 02:15:25,Twitter for iPhone,Say hello to Sadie. She's a Tortellini Sidewinder. Very jubilant pup. Seems loyal. Leaves on point. 10/10 petable af https://t.co/g2bTu4ayPl,https://twitter.com/dog_rates/status/680934982542561280/photo/1,10.0,10.0,Sadie,2229,486,6556450,https://pbs.twimg.com/media/CXMqwIQWcAA2iE0.jpg,None,Labrador_retriever,0.7843979999999999,
1437,680940246314430465,2015-12-27 02:36:20,Twitter for iPhone,This is Alice. She's an idiot. 4/10 https://t.co/VQXdwJfkyS,https://twitter.com/dog_rates/status/680940246314430465/photo/1,4.0,10.0,Alice,3463,1172,6556450,https://pbs.twimg.com/media/CXMvio7WQAAPZJj.jpg,None,soft-coated_wheaten_terrier,0.289598,
1436,680959110691590145,2015-12-27 03:51:18,Twitter for iPhone,This is Ozzie. He was doing fine until he lost traction in those festive socks. Now he's tired. 9/10 still killin it https://t.co/u4FYdIRKnY,"https://twitter.com/dog_rates/status/680959110691590145/photo/1,https://twitter.com/dog_rates/status/680959110691590145/photo/1,https://twitter.com/dog_rates/status/680959110691590145/photo/1",9.0,10.0,Ozzie,4890,2198,6556450,https://pbs.twimg.com/media/CXNAsm6WsAEST9R.jpg,None,pug,0.0443565,male
1435,680970795137544192,2015-12-27 04:37:44,Twitter for iPhone,I thought I made this very clear. We only rate dogs. Stop sending other things like this shark. Thank you... 9/10 https://t.co/CXSJZ4Stk3,https://twitter.com/dog_rates/status/680970795137544192/photo/1,9.0,10.0,None,2603,727,6556448,https://pbs.twimg.com/media/CXNLU6wWkAE0OkJ.jpg,None,pug,0.713102,
1434,681193455364796417,2015-12-27 19:22:30,Twitter for iPhone,This is Aspen. He's astronomically fluffy. I wouldn't stop petting this dog if the world was ending around me 11/10 https://t.co/oBlgL9nxpx,"https://twitter.com/dog_rates/status/681193455364796417/photo/1,https://twitter.com/dog_rates/status/681193455364796417/photo/1",11.0,10.0,Aspen,3990,1644,6556448,https://pbs.twimg.com/media/CXQV03pWYAAVniz.jpg,None,Pomeranian,0.992619,
1447,680494726643068929,2015-12-25 21:06:00,Twitter for iPhone,Here we have uncovered an entire battalion of holiday puppers. Average of 11.26/10 https://t.co/eNm2S6p9BD,https://twitter.com/dog_rates/status/680494726643068929/photo/1,11.26,10.0,None,1840,531,6556452,https://pbs.twimg.com/media/CXGaVxOWAAADjhF.jpg,None,kuvasz,0.438627,
1463,679862121895714818,2015-12-24 03:12:15,Twitter for iPhone,"""Dammit hooman I'm jus trynna lik the fler"" 11/10 https://t.co/eRZRI8OTj7",https://twitter.com/dog_rates/status/679862121895714818/photo/1,11.0,10.0,None,2630,685,6556453,https://pbs.twimg.com/media/CW9a_h1WwAApmAy.jpg,None,EntleBucher,0.5232060000000001,
1465,679844490799091713,2015-12-24 02:02:12,Twitter for iPhone,This is Willie. He's floating away and needs your assistance. Please someone help Willie. 10/10 https://t.co/MJqygWqt8X,https://twitter.com/dog_rates/status/679844490799091713/photo/1,10.0,10.0,Willie,2542,862,6556453,https://pbs.twimg.com/media/CW9K9VeVAAE0j-x.jpg,None,Airedale,0.903832,
1493,678643457146150913,2015-12-20 18:29:43,Twitter for iPhone,Meet Grizz. He just arrived. Couldn't wait until Christmas. Worried bc he saw the swastikas on the carpet. 10/10 https://t.co/QBGwYrT7rv,https://twitter.com/dog_rates/status/678643457146150913/photo/1,10.0,10.0,Grizz,2199,474,6556461,https://pbs.twimg.com/media/CWsGnyMVEAAM1Y1.jpg,None,Labrador_retriever,0.33875700000000003,male
1492,678675843183484930,2015-12-20 20:38:24,Twitter for iPhone,Exotic pup here. Tail long af. Throat looks swollen. Might breathe fire. Exceptionally unfluffy 2/10 would still pet https://t.co/a8SqCaSo2r,https://twitter.com/dog_rates/status/678675843183484930/photo/1,2.0,10.0,None,3075,1640,6556461,https://pbs.twimg.com/media/CWskEqnWUAAQZW_.jpg,None,,0.0,
1491,678740035362037760,2015-12-21 00:53:29,Twitter for iPhone,Meet Tango. He's a large dog. Doesn't care much for personal space. Owner isn't very accepting. Tongue slip. 6/10 https://t.co/p2T5kGebxe,https://twitter.com/dog_rates/status/678740035362037760/photo/1,6.0,10.0,Tango,4013,1885,6556460,https://pbs.twimg.com/media/CWtede2WIAAF_AJ.jpg,None,beagle,0.0225251,
1490,678755239630127104,2015-12-21 01:53:54,Twitter for iPhone,This is Dash. He didn't think the water would be that cold. Damn it Dash it's December. Think a little. 10/10 https://t.co/NqcOwG8pxW,https://twitter.com/dog_rates/status/678755239630127104/photo/1,10.0,10.0,Dash,7651,3660,6556459,https://pbs.twimg.com/media/CWtsSQAUkAAnWws.jpg,None,malamute,0.606654,male
1489,678764513869611008,2015-12-21 02:30:45,Twitter for iPhone,"Meet Wilson. He got caught humping the futon. He's like ""dude, help me out here"" 10/10 I'd help Wilson out https://t.co/m6XoclB0qv",https://twitter.com/dog_rates/status/678764513869611008/photo/1,10.0,10.0,Wilson,1746,528,6556458,https://pbs.twimg.com/media/CWt0ubZWcAAkFER.jpg,None,Irish_terrier,0.696646,male
1488,678767140346941444,2015-12-21 02:41:11,Twitter for iPhone,This is Mia. She makes awful decisions. 8/10 https://t.co/G6TQVgTcZz,https://twitter.com/dog_rates/status/678767140346941444/photo/1,8.0,10.0,Mia,3778,1514,6556458,https://pbs.twimg.com/media/CWt3G6EVEAIGEPr.jpg,None,,0.0,female
1487,678774928607469569,2015-12-21 03:12:08,Twitter for iPhone,This is Tug. He's not required to wear the cone he just wants his voice to project more clearly. 11/10 https://t.co/Sp739Ou2qx,https://twitter.com/dog_rates/status/678774928607469569/photo/1,11.0,10.0,Tug,2978,1016,6556458,https://pbs.twimg.com/media/CWt-MNIWEAAUC9S.jpg,None,Pembroke,0.194681,male
1486,678798276842360832,2015-12-21 04:44:55,Twitter for iPhone,This is Linda. She fucking hates trees. 7/10 https://t.co/blaY85FIxR,https://twitter.com/dog_rates/status/678798276842360832/photo/1,7.0,10.0,Linda,3732,1309,6556458,https://pbs.twimg.com/media/CWuTbAKUsAAvZHh.jpg,None,Airedale,0.583122,female
1484,678969228704284672,2015-12-21 16:04:13,Twitter for iPhone,Meet Lola. She's a Metamorphic Chartreuse. Plays with her food. Insubordinate and churlish. Exquisite hardwood 11/10 https://t.co/etpBNXwN7f,https://twitter.com/dog_rates/status/678969228704284672/photo/1,11.0,10.0,Lola,1754,511,6556458,https://pbs.twimg.com/media/CWwu6OLUkAEo3gq.jpg,None,Labrador_retriever,0.680251,female
1483,678991772295516161,2015-12-21 17:33:48,Twitter for iPhone,If your Monday isn't going so well just take a look at this. Both 12/10 https://t.co/GJT6SILPGU,https://twitter.com/dog_rates/status/678991772295516161/photo/1,12.0,10.0,None,2494,1293,6556458,https://pbs.twimg.com/media/CWxDaXHWsAAWV8W.jpg,None,Eskimo_dog,0.330216,
1482,679047485189439488,2015-12-21 21:15:11,Twitter for iPhone,This dog doesn't know how to stairs. Quite tragic really. 9/10 get it together pup https://t.co/kTpr9PTMg1,https://twitter.com/dog_rates/status/679047485189439488/photo/1,9.0,10.0,None,2413,756,6556458,https://pbs.twimg.com/media/CWx2FaLWcAEQ3vh.jpg,None,golden_retriever,0.00293035,
1481,679062614270468097,2015-12-21 22:15:18,Twitter for iPhone,This is Chompsky. He lives up to his name. 11/10 https://t.co/Xl37lQEWd0,"https://twitter.com/dog_rates/status/679062614270468097/photo/1,https://twitter.com/dog_rates/status/679062614270468097/photo/1",11.0,10.0,Chompsky,18342,9079,6556456,https://pbs.twimg.com/media/CWyD2HGUYAQ1Xa7.jpg,None,schipperke,0.0455186,male
1464,679854723806179328,2015-12-24 02:42:51,Twitter for iPhone,This is Bruce. He's a rare pup. Covered in Frosted Flakes. Nifty gold teeth. Overall good dog. 7/10 would pet firmly https://t.co/RtxxACzZ8A,https://twitter.com/dog_rates/status/679854723806179328/photo/1,7.0,10.0,Bruce,3075,1358,6556453,https://pbs.twimg.com/media/CW9UQ7oWkAAErmU.jpg,None,chow,0.00230739,
1480,679111216690831360,2015-12-22 01:28:25,Twitter for iPhone,This is officially the greatest yawn of all time. 12/10 https://t.co/4R0Cc0sLVE,https://twitter.com/dog_rates/status/679111216690831360/video/1,12.0,10.0,officially,6397,2829,6556456,https://pbs.twimg.com/ext_tw_video_thumb/679111114081370114/pu/img/hFca8BHjRopgD0cM.jpg,None,kelpie,0.189423,
1478,679148763231985668,2015-12-22 03:57:37,Twitter for iPhone,I know everyone's excited for Christmas but that doesn't mean you can send in reindeer. We only rate dogs... 8/10 https://t.co/eWjWgbOCYL,https://twitter.com/dog_rates/status/679148763231985668/photo/1,8.0,10.0,None,2966,1135,6556456,https://pbs.twimg.com/media/CWzSMmAWsAAyB1u.jpg,None,Italian_greyhound,0.302685,
1477,679158373988876288,2015-12-22 04:35:49,Twitter for iPhone,This is Rubio. He has too much skin. 11/10 https://t.co/NLOHmlENag,https://twitter.com/dog_rates/status/679158373988876288/photo/1,11.0,10.0,Rubio,23066,8946,6556456,https://pbs.twimg.com/media/CWza7kpWcAAdYLc.jpg,None,pug,0.27220500000000003,male
1476,679462823135686656,2015-12-23 00:45:35,Twitter for iPhone,Meet Hurley. He's the curly one. He hugs every other dog he sees during his walk. 11/10 for spreading the love https://t.co/M6vqkt2GKV,https://twitter.com/dog_rates/status/679462823135686656/photo/1,11.0,10.0,Hurley,34137,20788,6556456,https://pbs.twimg.com/media/CW3v1KxW8AAIOuy.jpg,None,toy_poodle,0.62178,male
1475,679475951516934144,2015-12-23 01:37:45,Twitter for iPhone,This is Evy. She doesn't want to be a Koala. 9/10 https://t.co/VITeF0Kl9L,https://twitter.com/dog_rates/status/679475951516934144/photo/1,9.0,10.0,Evy,2252,707,6556456,https://pbs.twimg.com/media/CW37xZbUoAAUXe5.jpg,None,Maltese_dog,0.145742,female
1473,679511351870550016,2015-12-23 03:58:25,Twitter for iPhone,Say hello to William. He makes fun of others because he's terrified of his own deep-seated insecurities. 7/10 https://t.co/bwuV6FlRxr,https://twitter.com/dog_rates/status/679511351870550016/photo/1,7.0,10.0,William,3618,1425,6556456,https://pbs.twimg.com/media/CW4b-GUWYAAa8QO.jpg,None,Chihuahua,0.761972,male
1471,679530280114372609,2015-12-23 05:13:38,Twitter for iPhone,Guys this really needs to stop. We've been over this way too many times. This is a giraffe. We only rate dogs.. 7/10 https://t.co/yavgkHYPOC,https://twitter.com/dog_rates/status/679530280114372609/photo/1,7.0,10.0,a,5102,2287,6556456,https://pbs.twimg.com/media/CW4tL1vWcAIw1dw.jpg,None,dalmatian,0.750256,
1470,679722016581222400,2015-12-23 17:55:32,Twitter for iPhone,This is Mike. He is a Jordanian Frito Pilates. Frowning because he can't see directly in front of him. 8/10 https://t.co/NL5QJwdEpF,https://twitter.com/dog_rates/status/679722016581222400/photo/1,8.0,10.0,Mike,1775,521,6556455,https://pbs.twimg.com/media/CW7bkW6WQAAksgB.jpg,None,boxer,0.459604,male
1469,679729593985699840,2015-12-23 18:25:38,Twitter for iPhone,This is Hunter. He was playing with his ball minding his own business. Has no idea what happened to the carpet. 8/10 https://t.co/DbUTDI3u1R,https://twitter.com/dog_rates/status/679729593985699840/photo/1,8.0,10.0,Hunter,2316,909,6556454,https://pbs.twimg.com/media/CW7iddWUsAElUC0.jpg,None,West_Highland_white_terrier,0.0935148,male
1468,679736210798047232,2015-12-23 18:51:56,Twitter for iPhone,This pup's name is Sabertooth (parents must be cool). Ears for days. Jumps unannounced. 9/10 would pet diligently https://t.co/iazoiNUviP,https://twitter.com/dog_rates/status/679736210798047232/photo/1,9.0,10.0,None,2249,886,6556454,https://pbs.twimg.com/media/CW7oelWWcAAhyzz.jpg,None,French_bulldog,0.319139,
1479,679132435750195208,2015-12-22 02:52:45,Twitter for iPhone,This is Louis. He's a river dancer. His friends think it's badass. All are very supportive. 10/10 for Louis https://t.co/qoIvjKMY58,https://twitter.com/dog_rates/status/679132435750195208/photo/1,10.0,10.0,Louis,3178,1281,6556456,https://pbs.twimg.com/media/CWzDWOkXAAAP0k7.jpg,None,Scottish_deerhound,0.19461,
1432,681242418453299201,2015-12-27 22:37:04,Twitter for iPhone,This is Champ. He's being sacrificed to the Aztec sun god Huitzilopochtli. So sad. 10/10 Champ doesn't deserve this https://t.co/VGsziXImoy,https://twitter.com/dog_rates/status/681242418453299201/photo/1,10.0,10.0,Champ,1607,606,6556447,https://pbs.twimg.com/media/CXRCXesVAAArSXt.jpg,None,,0.0,
1431,681261549936340994,2015-12-27 23:53:05,Twitter for iPhone,Say hello to Panda. He's a Quackadilly Shooster. Not amused by your fake ball throwing motion. 9/10 would hug lots https://t.co/wL1iDvbcVk,https://twitter.com/dog_rates/status/681261549936340994/photo/1,9.0,10.0,Panda,1558,300,6556447,https://pbs.twimg.com/media/CXRTw_5WMAAUDVp.jpg,None,Tibetan_terrier,0.382101,
1430,681281657291280384,2015-12-28 01:12:59,Twitter for iPhone,Meet Sarge. His parents signed him up for dancing lessons but his true passion is roller coasters 11/10 very petable https://t.co/KvVoBIgkje,https://twitter.com/dog_rates/status/681281657291280384/photo/1,11.0,10.0,Sarge,3449,1216,6556447,https://pbs.twimg.com/media/CXRmDfWWMAADCdc.jpg,None,Saint_Bernard,0.99883,male
1395,683357973142474752,2016-01-02 18:43:31,Twitter for iPhone,"""Have a seat, son. There are some things we need to discuss"" 10/10 https://t.co/g4G5tvfTVd",https://twitter.com/dog_rates/status/683357973142474752/photo/1,10.0,10.0,None,3164,1037,6556439,https://pbs.twimg.com/media/CXvGbWeWMAcRbyJ.jpg,None,Pembroke,0.406509,
1394,683391852557561860,2016-01-02 20:58:09,Twitter for iPhone,"Say hello to Jack (pronounced ""Kevin""). He's a Virgo Episcopalian. Can summon rainbows. 11/10 magical as hell https://t.co/YHXrdUTHd6",https://twitter.com/dog_rates/status/683391852557561860/photo/1,11.0,10.0,Jack,8186,2636,6556439,https://pbs.twimg.com/media/CXvlQ2zW8AAE0tp.jpg,None,French_bulldog,0.992833,
1393,683449695444799489,2016-01-03 00:47:59,Twitter for iPhone,I just want to be friends with this dog. Appears to be into the sports. A true brobean. 10/10 would introduce to mom https://t.co/1Z7Q6svWpe,https://twitter.com/dog_rates/status/683449695444799489/photo/1,10.0,10.0,None,4190,1779,6556439,https://pbs.twimg.com/media/CXwZ3pbWsAAriTv.jpg,None,Lakeland_terrier,0.303512,
1390,683498322573824003,2016-01-03 04:01:13,Twitter for iPhone,This is Griffin. He's desperate for both a physical and emotion connection. 11/10 I'd hug the hell out of Griffin https://t.co/ObWcOEekt0,https://twitter.com/dog_rates/status/683498322573824003/photo/1,11.0,10.0,Griffin,3401,1062,6556438,https://pbs.twimg.com/media/CXxGGOsUwAAr62n.jpg,None,Airedale,0.945362,
1389,683742671509258241,2016-01-03 20:12:10,Twitter for iPhone,Meet Sebastian. He's a womanizer. Romantic af. Always covered in flower petals. Also a poet. 11/10 dreamy as hell https://t.co/eoL1bCpWCg,https://twitter.com/dog_rates/status/683742671509258241/photo/1,11.0,10.0,Sebastian,7019,3688,6556437,https://pbs.twimg.com/media/CX0kVRxWYAAWWZi.jpg,None,Pembroke,0.895279,
1388,683773439333797890,2016-01-03 22:14:26,Twitter for iPhone,This is Buddy. He's gaining strength. Currently an F4 tornado with wind speeds up to 260mph. Very devastating. 9/10 https://t.co/qipZbshNsR,https://twitter.com/dog_rates/status/683773439333797890/photo/1,9.0,10.0,Buddy,3606,1493,6556436,https://pbs.twimg.com/media/CX1AUQ2UAAAC6s-.jpg,None,miniature_pinscher,0.0728852,
1385,683849932751646720,2016-01-04 03:18:23,Twitter for iPhone,This is Jiminy. He's not the brightest dog. Needs to lay off the kibble. 5/10 still petable https://t.co/omln4LOy1x,https://twitter.com/dog_rates/status/683849932751646720/photo/1,5.0,10.0,Jiminy,2825,1085,6556436,https://pbs.twimg.com/media/CX2F4qNUQAAR6Cm.jpg,None,Mexican_hairless,0.164906,
1384,683852578183077888,2016-01-04 03:28:54,Twitter for iPhone,"Say hello to Tiger. He's a penbroke (little dog pun for ya, no need to applaud I know it was good) 10/10 good dog https://t.co/Yei0HzS3JN",https://twitter.com/dog_rates/status/683852578183077888/photo/1,10.0,10.0,Tiger,2069,390,6556436,https://pbs.twimg.com/media/CX2ISqSWYAAEtCF.jpg,None,toy_poodle,0.5513520000000001,
1383,683857920510050305,2016-01-04 03:50:08,Twitter for iPhone,Meet Sadie. She fell asleep on the beach and her friends buried her. 10/10 can't trust fellow puppers these days https://t.co/LoKVvc1xAW,https://twitter.com/dog_rates/status/683857920510050305/photo/1,10.0,10.0,Sadie,4084,1230,6556436,https://pbs.twimg.com/media/CX2NJmRWYAAxz_5.jpg,None,bluetick,0.174738,female
1381,684122891630342144,2016-01-04 21:23:02,Twitter for iPhone,Heartwarming scene of two pups that want nothing more than to be together. Touching af. Great tongue. Both 11/10 https://t.co/k32mSlRx0j,https://twitter.com/dog_rates/status/684122891630342144/photo/1,11.0,10.0,None,2137,526,6556435,https://pbs.twimg.com/media/CX5-HslWQAIiXKB.jpg,None,,0.0,
1380,684177701129875456,2016-01-05 01:00:50,Twitter for iPhone,This is Kulet. She's very proud of the flower she picked. Loves it dearly. 10/10 now I want a flower https://t.co/myUUwqJIs7,https://twitter.com/dog_rates/status/684177701129875456/photo/1,10.0,10.0,Kulet,2176,747,6556434,https://pbs.twimg.com/media/CX6v_JOWsAE0beZ.jpg,None,chow,0.334783,female
1379,684188786104872960,2016-01-05 01:44:52,Twitter for iPhone,"""Yo Boomer I'm taking a selfie, grab your stick""
""Ok make sure to get this rad hole I just dug in there""

Both 10/10 https://t.co/e0gbl9VFpA",https://twitter.com/dog_rates/status/684188786104872960/photo/1,10.0,10.0,None,3745,1304,6556434,https://pbs.twimg.com/media/CX66EiJWkAAVjA-.jpg,None,kelpie,0.537782,
1378,684195085588783105,2016-01-05 02:09:54,Twitter for iPhone,This is Tino. He really likes corndogs. 9/10 https://t.co/cUxGtnBfc2,https://twitter.com/dog_rates/status/684195085588783105/photo/1,9.0,10.0,Tino,2063,577,6556434,https://pbs.twimg.com/media/CX6_y6OU0AAl3v2.jpg,None,Chihuahua,0.379365,male
1377,684200372118904832,2016-01-05 02:30:55,Twitter for iPhone,Gang of fearless hoofed puppers here. Straight savages. Elevated for extra terror. Front one has killed before 6/10s https://t.co/jkCb25OWfh,https://twitter.com/dog_rates/status/684200372118904832/photo/1,6.0,10.0,None,2340,1142,6556434,https://pbs.twimg.com/media/CX7EkuHWkAESLZk.jpg,None,,0.0,
1376,684222868335505415,2016-01-05 04:00:18,Twitter for iPhone,Someone help the girl is being mugged. Several are distracting her while two steal her shoes. Clever puppers 121/110 https://t.co/1zfnTJLt55,https://twitter.com/dog_rates/status/684222868335505415/photo/1,121.0,110.0,None,4141,1532,6556434,https://pbs.twimg.com/media/CX7Y_ByWwAEJdUy.jpg,None,soft-coated_wheaten_terrier,0.7911819999999999,female
1375,684225744407494656,2016-01-05 04:11:44,Twitter for iPhone,"Two sneaky puppers were not initially seen, moving the rating to 143/130. Please forgive us. Thank you https://t.co/kRK51Y5ac3","https://twitter.com/dog_rates/status/684225744407494656/photo/1,https://twitter.com/dog_rates/status/684225744407494656/photo/1",143.0,130.0,None,1335,235,6556434,https://pbs.twimg.com/media/CX7br3HWsAAQ9L1.jpg,None,golden_retriever,0.203249,
1374,684241637099323392,2016-01-05 05:14:53,Twitter for iPhone,This is Obi. He got camera shy. 12/10 https://t.co/feiPiq7z94,"https://twitter.com/dog_rates/status/684241637099323392/photo/1,https://twitter.com/dog_rates/status/684241637099323392/photo/1,https://twitter.com/dog_rates/status/684241637099323392/photo/1",12.0,10.0,Obi,8798,3643,6556434,https://pbs.twimg.com/media/CX7qIcdWcAELJ7N.jpg,None,Pembroke,0.508498,male
1373,684460069371654144,2016-01-05 19:42:51,Twitter for iPhone,This is Jeph. He's a Western Sagittarius Dookmarriot. Frightened by leaf. Caught him off guard. 10/10 calm down Jeph https://t.co/bicyOV6lju,https://twitter.com/dog_rates/status/684460069371654144/photo/1,10.0,10.0,Jeph,2124,614,6556434,https://pbs.twimg.com/media/CX-wzZEUwAA4ISM.jpg,None,Labrador_retriever,0.673691,male
